sample_idx,evaluation_idx,identifier,option_permutation_idx,option_order,correct_answer,predicted_answer,predicted_option_source_index,main_category,difficulty,is_correct,audio_early,audio_middle,audio_late,instruction_early,instruction_middle,instruction_late,question_early,question_middle,question_late,options_early,options_middle,options_late,text_early,text_middle,text_late,audio_drop_early_to_late,text_gain_early_to_late,late_question_audio_ratio,late_options_audio_ratio,late_text_audio_ratio,n_audio_tokens,n_instruction_tokens,n_question_tokens,n_options_tokens,n_other_text_tokens,n_query_text_tokens
16,49,q17_1100505,1,BDCA,D,A,1,Performance,Medium,0,0.03753832,0.01013987,0.01012088,0.32448361,0.28450409,0.24280488,0.04797038,0.04190569,0.02342044,0.09568198,0.16293215,0.06590238,0.96246163,0.98986015,0.98987917,0.02741744,0.02741754,2.31407092,6.51152497,97.80561651,1500,62,11,20,21,114
16,50,q17_1100505,2,ACBD,A,C,1,Performance,Medium,0,0.04359461,0.03137168,0.02862425,0.31987903,0.23604157,0.12191233,0.04293751,0.01324655,0.02104656,0.06300464,0.04439060,0.04210821,0.95640539,0.96862834,0.97137573,0.01497036,0.01497034,0.73527037,1.47106785,33.93541652,1500,62,11,20,21,114
17,51,q18_1100505,0,ABDC,A,B,1,Sound Texture,Medium,0,0.03456968,0.00872513,0.00678277,0.30545521,0.25617882,0.23187414,0.08261610,0.07052369,0.03244337,0.08608066,0.17083240,0.07250306,0.96543028,0.99127486,0.99321729,0.02778691,0.02778701,4.78320403,10.68929882,146.43239198,1500,62,26,17,21,126
17,52,q18_1100505,1,ADCB,A,D,1,Sound Texture,Medium,0,0.03717243,0.00708634,0.00776940,0.30887442,0.28667269,0.23802476,0.08829030,0.06886129,0.03447868,0.08035246,0.14153128,0.06726754,0.96282757,0.99291365,0.99223056,0.02940303,0.02940300,4.43775047,8.65800485,127.70999061,1500,62,26,17,21,126
17,53,q18_1100505,2,BDAC,C,A,1,Sound Texture,Medium,0,0.03578985,0.00855858,0.00725537,0.30680817,0.26468951,0.21632678,0.08950393,0.06902578,0.03548746,0.07845169,0.15935980,0.07176955,0.96421010,0.99144145,0.99274461,0.02853448,0.02853451,4.89119889,9.89191933,136.82892335,1500,62,26,17,21,126
18,54,q19_435883,0,CBAD,C,A,2,Metre and Rhythm,Medium,0,0.03786806,0.00875934,0.00849072,0.30877717,0.26978044,0.21459680,0.06959460,0.05394239,0.04001819,0.09613201,0.17127086,0.07026819,0.96213195,0.99124067,0.99150928,0.02937734,0.02937732,4.71317083,8.27588514,116.77570125,1500,62,17,29,21,129
18,55,q19_435883,1,CDAB,C,A,2,Metre and Rhythm,Medium,0,0.03787304,0.00880082,0.00838014,0.30916415,0.26902969,0.21626436,0.06923892,0.05363227,0.03871677,0.09607980,0.17255991,0.06881109,0.96212693,0.99119924,0.99161988,0.02949290,0.02949295,4.62006099,8.21120724,118.32971226,1500,62,17,29,21,129
18,56,q19_435883,2,DABC,B,D,2,Metre and Rhythm,Medium,0,0.03972961,0.00735112,0.00801953,0.30956158,0.28859688,0.24161979,0.06788245,0.05317848,0.03392878,0.09575066,0.15748367,0.05982703,0.96027040,0.99264889,0.99198048,0.03171008,0.03171008,4.23076873,7.46016603,123.69557104,1500,62,17,29,21,129
19,57,q20_435883,0,ADCB,A,C,2,Melody,High,0,0.04290644,0.02403491,0.01690832,0.31221715,0.26546190,0.16730008,0.06170657,0.01920035,0.03403738,0.06401375,0.08379873,0.09547303,0.95709356,0.97596511,0.98309170,0.02599812,0.02599814,2.01305556,5.64651364,58.14249791,1500,62,13,23,21,119
19,58,q20_435883,1,BADC,B,D,2,Melody,High,0,0.03719421,0.00898728,0.00937102,0.31714955,0.27646554,0.24646641,0.06708899,0.05464096,0.02458353,0.09173566,0.15147205,0.05669636,0.96280575,0.99101275,0.99062898,0.02782318,0.02782323,2.62335648,6.05017872,105.71193589,1500,62,13,23,21,119
19,59,q20_435883,2,DABC,B,D,2,Melody,High,0,0.03646308,0.00908480,0.00966523,0.31643469,0.27122749,0.24099496,0.06712952,0.05433716,0.02291675,0.09301770,0.15502320,0.05504596,0.96353691,0.99091525,0.99033476,0.02679785,0.02679785,2.37105208,5.69525900,102.46370329,1500,62,13,23,21,119
20,60,q21_435883,0,BACD,B,B,0,Performance,Medium,1,0.03645111,0.01157003,0.01112905,0.31955672,0.25763546,0.23316647,0.05646741,0.04602755,0.02117766,0.09770869,0.18013954,0.08268673,0.96354892,0.98842999,0.98887096,0.02532206,0.02532204,1.90291740,7.42981154,88.85494664,1500,62,12,18,21,113
20,61,q21_435883,1,DBAC,C,C,0,Performance,Medium,1,0.04205668,0.02269730,0.01508708,0.31436832,0.27694067,0.18307483,0.06203124,0.01762797,0.02722302,0.07022207,0.10640880,0.10133991,0.95794335,0.97730273,0.98491291,0.02696960,0.02696957,1.80439254,6.71699905,65.28187105,1500,62,12,18,21,113
20,62,q21_435883,2,ACBD,A,A,0,Performance,Medium,1,0.03767213,0.01197800,0.01057168,0.32617460,0.27348536,0.23045134,0.05908083,0.04777700,0.02393449,0.08976651,0.16045222,0.07373823,0.96232784,0.98802200,0.98942833,0.02710045,0.02710048,2.26402042,6.97507378,93.59236782,1500,62,12,18,21,113
21,63,q22_1215874,0,BCAD,C,A,1,Melody,Medium,0,0.03821043,0.01021111,0.00878755,0.32018114,0.27908304,0.24040845,0.06561189,0.04784504,0.02256652,0.08787444,0.16091416,0.05623566,0.96178958,0.98978887,0.99121244,0.02942289,0.02942286,2.56801148,6.39947152,112.79738451,1500,62,15,18,21,116
21,64,q22_1215874,1,BDCA,D,A,1,Melody,Medium,0,0.03804969,0.01019018,0.00919729,0.32101395,0.28804860,0.24356207,0.06604709,0.04793740,0.02232462,0.08872837,0.15228045,0.05611937,0.96195037,0.98980984,0.99080273,0.02885240,0.02885237,2.42730329,6.10172691,107.72765515,1500,62,15,18,21,116
21,65,q22_1215874,2,CABD,B,B,0,Melody,Medium,1,0.03711827,0.01026563,0.00978001,0.31675968,0.26489531,0.25182507,0.06384812,0.04902058,0.02253690,0.09219139,0.17567830,0.06218598,0.96288174,0.98973437,0.99022001,0.02733826,0.02733827,2.30438370,6.35847601,101.24935329,1500,62,15,18,21,116
22,66,q23_1215874,0,DBAC,C,C,0,Sound Texture,Medium,1,0.04069845,0.01521041,0.00995197,0.29316232,0.26837013,0.21498146,0.08160938,0.04254327,0.03498845,0.07243666,0.13036740,0.05850349,0.95930157,0.98478959,0.99004805,0.03074648,0.03074647,3.51573099,5.87858381,99.48261612,1500,62,22,19,21,124
22,67,q23_1215874,1,CADB,B,B,0,Sound Texture,Medium,1,0.03453814,0.00996280,0.00967036,0.30130672,0.25433974,0.22942175,0.07626931,0.06673305,0.03374246,0.09521248,0.15569309,0.05566374,0.96546182,0.99003715,0.99032967,0.02486778,0.02486786,3.48926578,5.75611862,102.40877213,1500,62,22,19,21,124
22,68,q23_1215874,2,DABC,B,B,0,Sound Texture,Medium,1,0.03390019,0.01014354,0.00967334,0.30163674,0.25212808,0.23392983,0.07596001,0.06686724,0.03586430,0.09570668,0.15591230,0.05643526,0.96609987,0.98985647,0.99032674,0.02422685,0.02422686,3.70754065,5.83410293,102.37692477,1500,62,22,19,21,124
23,69,q24_1215874,0,BCAD,C,A,1,Metre and Rhythm,Medium,0,0.03672284,0.01023647,0.01040901,0.30872049,0.25854560,0.22472433,0.06020978,0.05629020,0.02841954,0.10507671,0.17546971,0.08449506,0.96327717,0.98976353,0.98959100,0.02631383,0.02631383,2.73028226,8.11748987,95.07059062,1500,62,12,31,21,126
23,70,q24_1215874,1,BDAC,C,A,1,Metre and Rhythm,Medium,0,0.03652566,0.01019397,0.01006727,0.30870377,0.25803652,0.22185699,0.06041602,0.05672128,0.02859315,0.10531589,0.17630723,0.08593178,0.96347437,0.98980603,0.98993275,0.02645839,0.02645838,2.84020899,8.53575977,98.33181324,1500,62,12,31,21,126
23,71,q24_1215874,2,ABCD,A,B,1,Metre and Rhythm,Medium,0,0.03375545,0.01012154,0.01078253,0.30278970,0.23520414,0.22563412,0.05449684,0.05567094,0.02798107,0.11360203,0.19555190,0.08858701,0.96624456,0.98987840,0.98921748,0.02297291,0.02297292,2.59503671,8.21578751,91.74257569,1500,62,12,31,21,126
24,72,q25_135660,0,ADBC,A,D,2,Metre and Rhythm,High,0,0.03944760,0.00927489,0.00940840,0.32203558,0.30037743,0.25585243,0.04954582,0.04770621,0.02120093,0.09421219,0.13552833,0.05194291,0.96055241,0.99072510,0.99059161,0.03003920,0.03003920,2.25340450,5.52090782,105.28799146,1500,62,13,19,21,115
24,73,q25_135660,1,BCAD,C,B,2,Metre and Rhythm,High,0,0.03676115,0.00997599,0.00905507,0.31972101,0.27625574,0.25499142,0.04829368,0.04609291,0.02181709,0.09774268,0.16135940,0.05730978,0.96323884,0.99002404,0.99094497,0.02770608,0.02770613,2.40937848,6.32902690,109.43538454,1500,62,13,19,21,115
24,74,q25_135660,2,DBAC,C,D,2,Metre and Rhythm,High,0,0.03965445,0.00914679,0.00928652,0.32048989,0.30011258,0.26107879,0.04980821,0.04653837,0.02123829,0.09408667,0.13762117,0.05091247,0.96034557,0.99085321,0.99071349,0.03036793,0.03036792,2.28700219,5.48240721,106.68298611,1500,62,13,19,21,115
25,75,q26_135660,0,ABDC,A,C,3,Melody,High,0,0.04339636,0.02203937,0.01237068,0.29916895,0.27295769,0.19097149,0.05310608,0.02001256,0.02696232,0.09053108,0.12161495,0.08405443,0.95660365,0.97796061,0.98762932,0.03102568,0.03102567,2.17953499,6.79465104,79.83632112,1500,62,12,37,21,132
25,76,q26_135660,1,DABC,B,A,3,Melody,High,0,0.03714144,0.00956090,0.00961686,0.30904673,0.27048765,0.22306875,0.05505831,0.03978442,0.02320841,0.11615375,0.18086629,0.06404411,0.96285853,0.99043908,0.99038312,0.02752457,0.02752459,2.41330340,6.65956300,102.98399867,1500,62,12,37,21,132
25,77,q26_135660,2,BADC,B,C,3,Melody,High,0,0.04455345,0.03116659,0.02239883,0.29964205,0.25720862,0.16341042,0.05230826,0.01369675,0.02392020,0.08835576,0.07646854,0.08178622,0.95544657,0.96883335,0.97760118,0.02215461,0.02215460,1.06792150,3.65136050,43.64517988,1500,62,12,37,21,132
26,78,q27_135660,0,BDAC,C,C,0,Sound Texture,Low,1,0.04392336,0.02780405,0.02234166,0.32022660,0.25712361,0.16102828,0.04865420,0.01298121,0.02514716,0.06339006,0.06073026,0.07951042,0.95607660,0.97219597,0.97765836,0.02158170,0.02158177,1.12557253,3.55884058,43.75942424,1500,62,11,20,21,114
26,79,q27_135660,1,DABC,B,B,0,Sound Texture,Low,1,0.03564814,0.01164475,0.01035934,0.32130358,0.27075291,0.25384660,0.04890338,0.04468831,0.02152391,0.09649405,0.15572328,0.06032673,0.96435191,0.98835527,0.98964063,0.02528881,0.02528873,2.07773041,5.82341510,95.53125893,1500,62,11,20,21,114
