mode,sample_idx,evaluation_idx,identifier,option_permutation_idx,option_order,component,layer_start,layer_end,correct_answer,baseline_pred,knockout_pred,baseline_correct,knockout_correct,baseline_pred_source_index,knockout_pred_source_index,n_audio_tokens,n_instruction_tokens,n_question_tokens,n_options_tokens,n_other_text_tokens,n_input_tokens,baseline_logit_A,knockout_logit_A,delta_logit_A,baseline_prob_A,knockout_prob_A,delta_prob_A,baseline_logit_B,knockout_logit_B,delta_logit_B,baseline_prob_B,knockout_prob_B,delta_prob_B,baseline_logit_C,knockout_logit_C,delta_logit_C,baseline_prob_C,knockout_prob_C,delta_prob_C,baseline_logit_D,knockout_logit_D,delta_logit_D,baseline_prob_D,knockout_prob_D,delta_prob_D,delta_prob_correct,delta_logit_correct,delta_prob_baseline_pred,delta_logit_baseline_pred,pred_changed,elapsed_sec_so_far
decision_logits,138,0,q139_250001,0,ACBD,audio,26,28,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4701322734651783,0.0,24.375,24.375,0.0,0.22207476134904228,0.22207476134904228,0.0,23.0,23.0,0.0,0.05614929289792739,0.05614929289792739,0.0,24.5,24.5,0.0,0.2516436722878519,0.2516436722878519,0.0,0.0,0.0,0.0,0.0,0,12.783
decision_logits,138,0,q139_250001,0,ACBD,question,0,2,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4701322734651783,0.0,24.375,24.375,0.0,0.22207476134904228,0.22207476134904228,0.0,23.0,23.0,0.0,0.05614929289792739,0.05614929289792739,0.0,24.5,24.5,0.0,0.2516436722878519,0.2516436722878519,0.0,0.0,0.0,0.0,0.0,0,13.355
decision_logits,138,0,q139_250001,0,ACBD,question,2,4,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.0,-0.125,0.4701322734651783,0.4566302152970892,-0.013502058168089082,24.375,24.375,0.0,0.22207476134904228,0.24441654134485405,0.022341779995811772,23.0,22.875,-0.125,0.05614929289792739,0.0545367020132026,-0.0016125908847247905,24.5,24.375,-0.125,0.2516436722878519,0.24441654134485405,-0.007227130942997845,-0.013502058168089082,-0.125,-0.013502058168089082,-0.125,0,13.926
decision_logits,138,0,q139_250001,0,ACBD,question,4,6,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.47325467331645,0.0031223998512717177,24.375,24.375,0.0,0.22207476134904228,0.22354967860306654,0.001474917254024266,23.0,22.875,-0.125,0.05614929289792739,0.049880675587832254,-0.006268617310095134,24.5,24.5,0.0,0.2516436722878519,0.2533149724926511,0.0016713002047992198,0.0031223998512717177,0.0,0.0031223998512717177,0.0,0,14.498
decision_logits,138,0,q139_250001,0,ACBD,question,6,8,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.0,-0.125,0.4701322734651783,0.4701322734651783,0.0,24.375,24.25,-0.125,0.22207476134904228,0.22207476134904228,0.0,23.0,22.875,-0.125,0.05614929289792739,0.05614929289792739,0.0,24.5,24.375,-0.125,0.2516436722878519,0.2516436722878519,0.0,0.0,-0.125,0.0,-0.125,0,15.069
decision_logits,138,0,q139_250001,0,ACBD,question,8,10,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4701322734651783,0.0,24.375,24.375,0.0,0.22207476134904228,0.22207476134904228,0.0,23.0,23.0,0.0,0.05614929289792739,0.05614929289792739,0.0,24.5,24.5,0.0,0.2516436722878519,0.2516436722878519,0.0,0.0,0.0,0.0,0.0,0,15.638
decision_logits,138,0,q139_250001,0,ACBD,question,10,12,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4701322734651783,0.0,24.375,24.375,0.0,0.22207476134904228,0.22207476134904228,0.0,23.0,23.0,0.0,0.05614929289792739,0.05614929289792739,0.0,24.5,24.5,0.0,0.2516436722878519,0.2516436722878519,0.0,0.0,0.0,0.0,0.0,0,16.211
decision_logits,138,0,q139_250001,0,ACBD,question,12,14,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4844571435978946,0.014324870132716327,24.375,24.375,0.0,0.22207476134904228,0.2288413508720962,0.006766589523053923,23.0,23.0,0.0,0.05614929289792739,0.05786015465791298,0.0017108617599855894,24.5,24.375,-0.125,0.2516436722878519,0.2288413508720962,-0.022802321415755694,0.014324870132716327,0.0,0.014324870132716327,0.0,0,16.784
decision_logits,138,0,q139_250001,0,ACBD,question,14,16,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.47325467331645,0.0031223998512717177,24.375,24.375,0.0,0.22207476134904228,0.22354967860306654,0.001474917254024266,23.0,22.875,-0.125,0.05614929289792739,0.049880675587832254,-0.006268617310095134,24.5,24.5,0.0,0.2516436722878519,0.2533149724926511,0.0016713002047992198,0.0031223998512717177,0.0,0.0031223998512717177,0.0,0,17.356
decision_logits,138,0,q139_250001,0,ACBD,question,16,18,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.0,-0.125,0.4701322734651783,0.4566302152970892,-0.013502058168089082,24.375,24.375,0.0,0.22207476134904228,0.24441654134485405,0.022341779995811772,23.0,22.875,-0.125,0.05614929289792739,0.0545367020132026,-0.0016125908847247905,24.5,24.375,-0.125,0.2516436722878519,0.24441654134485405,-0.007227130942997845,-0.013502058168089082,-0.125,-0.013502058168089082,-0.125,0,17.927
decision_logits,138,0,q139_250001,0,ACBD,question,18,20,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.0,-0.125,0.4701322734651783,0.47325467331645,0.0031223998512717177,24.375,24.25,-0.125,0.22207476134904228,0.22354967860306654,0.001474917254024266,23.0,22.75,-0.25,0.05614929289792739,0.049880675587832254,-0.006268617310095134,24.5,24.375,-0.125,0.2516436722878519,0.2533149724926511,0.0016713002047992198,0.0031223998512717177,-0.125,0.0031223998512717177,-0.125,0,18.498
decision_logits,138,0,q139_250001,0,ACBD,question,20,22,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.5013466680417125,0.031214394576534188,24.375,24.25,-0.125,0.22207476134904228,0.20899238459895897,-0.013082376750083308,23.0,22.875,-0.125,0.05614929289792739,0.05284155004827091,-0.0033077428496564795,24.5,24.375,-0.125,0.2516436722878519,0.23681939731105758,-0.01482427497679431,0.031214394576534188,0.0,0.031214394576534188,0.0,0,19.071
decision_logits,138,0,q139_250001,0,ACBD,question,22,24,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4701322734651783,0.0,24.375,24.375,0.0,0.22207476134904228,0.22207476134904228,0.0,23.0,23.0,0.0,0.05614929289792739,0.05614929289792739,0.0,24.5,24.5,0.0,0.2516436722878519,0.2516436722878519,0.0,0.0,0.0,0.0,0.0,0,19.642
decision_logits,138,0,q139_250001,0,ACBD,question,24,26,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.25,0.125,0.4701322734651783,0.49784395217641203,0.027711678711233756,24.375,24.375,0.0,0.22207476134904228,0.20753223538898985,-0.014542525960052427,23.0,23.125,0.125,0.05614929289792739,0.0594589809420637,0.003309688044136311,24.5,24.5,0.0,0.2516436722878519,0.2351648314925343,-0.016478840795317584,0.027711678711233756,0.125,0.027711678711233756,0.125,0,20.215
decision_logits,138,0,q139_250001,0,ACBD,question,26,28,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4701322734651783,0.0,24.375,24.375,0.0,0.22207476134904228,0.22207476134904228,0.0,23.0,23.0,0.0,0.05614929289792739,0.05614929289792739,0.0,24.5,24.5,0.0,0.2516436722878519,0.2516436722878519,0.0,0.0,0.0,0.0,0.0,0,20.786
decision_logits,138,0,q139_250001,0,ACBD,options,0,2,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4701322734651783,0.0,24.375,24.375,0.0,0.22207476134904228,0.22207476134904228,0.0,23.0,23.0,0.0,0.05614929289792739,0.05614929289792739,0.0,24.5,24.5,0.0,0.2516436722878519,0.2516436722878519,0.0,0.0,0.0,0.0,0.0,0,21.355
decision_logits,138,0,q139_250001,0,ACBD,options,2,4,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.47325467331645,0.0031223998512717177,24.375,24.375,0.0,0.22207476134904228,0.22354967860306654,0.001474917254024266,23.0,22.875,-0.125,0.05614929289792739,0.049880675587832254,-0.006268617310095134,24.5,24.5,0.0,0.2516436722878519,0.2533149724926511,0.0016713002047992198,0.0031223998512717177,0.0,0.0031223998512717177,0.0,0,21.926
decision_logits,138,0,q139_250001,0,ACBD,options,4,6,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.0,-0.125,0.4701322734651783,0.4701322734651783,0.0,24.375,24.25,-0.125,0.22207476134904228,0.22207476134904228,0.0,23.0,22.875,-0.125,0.05614929289792739,0.05614929289792739,0.0,24.5,24.375,-0.125,0.2516436722878519,0.2516436722878519,0.0,0.0,-0.125,0.0,-0.125,0,22.495
decision_logits,138,0,q139_250001,0,ACBD,options,6,8,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4844571435978946,0.014324870132716327,24.375,24.375,0.0,0.22207476134904228,0.2288413508720962,0.006766589523053923,23.0,23.0,0.0,0.05614929289792739,0.05786015465791298,0.0017108617599855894,24.5,24.375,-0.125,0.2516436722878519,0.2288413508720962,-0.022802321415755694,0.014324870132716327,0.0,0.014324870132716327,0.0,0,23.067
decision_logits,138,0,q139_250001,0,ACBD,options,8,10,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.0,-0.125,0.4701322734651783,0.4566302152970892,-0.013502058168089082,24.375,24.375,0.0,0.22207476134904228,0.24441654134485405,0.022341779995811772,23.0,22.875,-0.125,0.05614929289792739,0.0545367020132026,-0.0016125908847247905,24.5,24.375,-0.125,0.2516436722878519,0.24441654134485405,-0.007227130942997845,-0.013502058168089082,-0.125,-0.013502058168089082,-0.125,0,23.639
decision_logits,138,0,q139_250001,0,ACBD,options,10,12,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.0,-0.125,0.4701322734651783,0.4701322734651783,0.0,24.375,24.25,-0.125,0.22207476134904228,0.22207476134904228,0.0,23.0,22.875,-0.125,0.05614929289792739,0.05614929289792739,0.0,24.5,24.375,-0.125,0.2516436722878519,0.2516436722878519,0.0,0.0,-0.125,0.0,-0.125,0,24.211
decision_logits,138,0,q139_250001,0,ACBD,options,12,14,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4701322734651783,0.0,24.375,24.375,0.0,0.22207476134904228,0.22207476134904228,0.0,23.0,23.0,0.0,0.05614929289792739,0.05614929289792739,0.0,24.5,24.5,0.0,0.2516436722878519,0.2516436722878519,0.0,0.0,0.0,0.0,0.0,0,24.782
decision_logits,138,0,q139_250001,0,ACBD,options,14,16,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.0,-0.125,0.4701322734651783,0.4844571435978946,0.014324870132716327,24.375,24.25,-0.125,0.22207476134904228,0.2288413508720962,0.006766589523053923,23.0,22.875,-0.125,0.05614929289792739,0.05786015465791298,0.0017108617599855894,24.5,24.25,-0.25,0.2516436722878519,0.2288413508720962,-0.022802321415755694,0.014324870132716327,-0.125,0.014324870132716327,-0.125,0,25.353
decision_logits,138,0,q139_250001,0,ACBD,options,16,18,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,24.625,-0.5,0.4701322734651783,0.45333830935996466,-0.01679396410521361,24.375,24.0,-0.375,0.22207476134904228,0.24265451107039865,0.020579749721356372,23.0,22.625,-0.375,0.05614929289792739,0.06135266849923797,0.005203375601310581,24.5,24.0,-0.5,0.2516436722878519,0.24265451107039865,-0.008989161217453245,-0.01679396410521361,-0.5,-0.01679396410521361,-0.5,0,25.925
decision_logits,138,0,q139_250001,0,ACBD,options,18,20,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,24.625,-0.5,0.4701322734651783,0.42855371553126287,-0.041578557933915405,24.375,23.875,-0.5,0.22207476134904228,0.2024344412698561,-0.019640320079186174,23.0,22.875,-0.125,0.05614929289792739,0.07447146912820783,0.018322176230280443,24.5,24.25,-0.25,0.2516436722878519,0.2945403740706731,0.042896701782821234,-0.041578557933915405,-0.5,-0.041578557933915405,-0.5,0,26.496
decision_logits,138,0,q139_250001,0,ACBD,options,20,22,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.0,-0.125,0.4701322734651783,0.5251619729311726,0.05502969946599434,24.375,24.0,-0.375,0.22207476134904228,0.19319629312641193,-0.02887846822263035,23.0,22.875,-0.125,0.05614929289792739,0.06272165324797661,0.006572360350049225,24.5,24.125,-0.375,0.2516436722878519,0.21892008069443877,-0.03272359159341312,0.05502969946599434,-0.125,0.05502969946599434,-0.125,0,27.072
decision_logits,138,0,q139_250001,0,ACBD,options,22,24,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,24.375,-0.75,0.4701322734651783,0.49784395217641203,0.027711678711233756,24.375,23.625,-0.75,0.22207476134904228,0.2351648314925343,0.013090070143492033,23.0,22.25,-0.75,0.05614929289792739,0.0594589809420637,0.003309688044136311,24.5,23.5,-1.0,0.2516436722878519,0.20753223538898985,-0.044111436898862044,0.027711678711233756,-0.75,0.027711678711233756,-0.75,0,27.643
decision_logits,138,0,q139_250001,0,ACBD,options,24,26,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,24.5,-0.625,0.4701322734651783,0.4393224763997083,-0.03080979706546999,24.375,23.625,-0.75,0.22207476134904228,0.18313685480214623,-0.03893790654689605,23.0,23.125,0.125,0.05614929289792739,0.1110781173608425,0.05492882446291511,24.5,24.0,-0.5,0.2516436722878519,0.2664625514373029,0.014818879149451014,-0.03080979706546999,-0.625,-0.03080979706546999,-0.625,0,28.215
decision_logits,138,0,q139_250001,0,ACBD,options,26,28,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,24.75,-0.375,0.4701322734651783,0.45489072058880226,-0.015241552876376019,24.375,24.0,-0.375,0.22207476134904228,0.21487516155840863,-0.007199599790633643,23.0,22.625,-0.375,0.05614929289792739,0.05432894899690764,-0.001820343901019747,24.5,24.25,-0.25,0.2516436722878519,0.2759051688558814,0.024261496568029506,-0.015241552876376019,-0.375,-0.015241552876376019,-0.375,0,28.788
decision_logits,138,0,q139_250001,0,ACBD,instruction,0,2,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4701322734651783,0.0,24.375,24.375,0.0,0.22207476134904228,0.22207476134904228,0.0,23.0,23.0,0.0,0.05614929289792739,0.05614929289792739,0.0,24.5,24.5,0.0,0.2516436722878519,0.2516436722878519,0.0,0.0,0.0,0.0,0.0,0,29.359
decision_logits,138,0,q139_250001,0,ACBD,instruction,2,4,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.25,0.125,0.4701322734651783,0.48777339167105854,0.01764111820588027,24.375,24.5,0.125,0.22207476134904228,0.2304078355424507,0.008333074193408424,23.0,23.0,0.0,0.05614929289792739,0.051410937244040104,-0.004738355653887284,24.5,24.5,0.0,0.2516436722878519,0.2304078355424507,-0.021235836745401193,0.01764111820588027,0.125,0.01764111820588027,0.125,0,29.936
decision_logits,138,0,q139_250001,0,ACBD,instruction,4,6,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.0,-0.125,0.4701322734651783,0.4566302152970892,-0.013502058168089082,24.375,24.375,0.0,0.22207476134904228,0.24441654134485405,0.022341779995811772,23.0,22.875,-0.125,0.05614929289792739,0.0545367020132026,-0.0016125908847247905,24.5,24.375,-0.125,0.2516436722878519,0.24441654134485405,-0.007227130942997845,-0.013502058168089082,-0.125,-0.013502058168089082,-0.125,0,30.507
decision_logits,138,0,q139_250001,0,ACBD,instruction,6,8,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.25,0.125,0.4701322734651783,0.5013466680417125,0.031214394576534188,24.375,24.375,0.0,0.22207476134904228,0.20899238459895897,-0.013082376750083308,23.0,23.0,0.0,0.05614929289792739,0.05284155004827091,-0.0033077428496564795,24.5,24.5,0.0,0.2516436722878519,0.23681939731105758,-0.01482427497679431,0.031214394576534188,0.125,0.031214394576534188,0.125,0,31.083
decision_logits,138,0,q139_250001,0,ACBD,instruction,8,10,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.48777339167105854,0.01764111820588027,24.375,24.375,0.0,0.22207476134904228,0.2304078355424507,0.008333074193408424,23.0,22.875,-0.125,0.05614929289792739,0.051410937244040104,-0.004738355653887284,24.5,24.375,-0.125,0.2516436722878519,0.2304078355424507,-0.021235836745401193,0.01764111820588027,0.0,0.01764111820588027,0.0,0,31.657
decision_logits,138,0,q139_250001,0,ACBD,instruction,10,12,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4701322734651783,0.0,24.375,24.375,0.0,0.22207476134904228,0.22207476134904228,0.0,23.0,23.0,0.0,0.05614929289792739,0.05614929289792739,0.0,24.5,24.5,0.0,0.2516436722878519,0.2516436722878519,0.0,0.0,0.0,0.0,0.0,0,32.233
decision_logits,138,0,q139_250001,0,ACBD,instruction,12,14,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.48777339167105854,0.01764111820588027,24.375,24.375,0.0,0.22207476134904228,0.2304078355424507,0.008333074193408424,23.0,22.875,-0.125,0.05614929289792739,0.051410937244040104,-0.004738355653887284,24.5,24.375,-0.125,0.2516436722878519,0.2304078355424507,-0.021235836745401193,0.01764111820588027,0.0,0.01764111820588027,0.0,0,32.805
decision_logits,138,0,q139_250001,0,ACBD,instruction,14,16,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.5013466680417125,0.031214394576534188,24.375,24.25,-0.125,0.22207476134904228,0.20899238459895897,-0.013082376750083308,23.0,22.875,-0.125,0.05614929289792739,0.05284155004827091,-0.0033077428496564795,24.5,24.375,-0.125,0.2516436722878519,0.23681939731105758,-0.01482427497679431,0.031214394576534188,0.0,0.031214394576534188,0.0,0,33.377
decision_logits,138,0,q139_250001,0,ACBD,instruction,16,18,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.25,0.125,0.4701322734651783,0.49784395217641203,0.027711678711233756,24.375,24.375,0.0,0.22207476134904228,0.20753223538898985,-0.014542525960052427,23.0,23.125,0.125,0.05614929289792739,0.0594589809420637,0.003309688044136311,24.5,24.5,0.0,0.2516436722878519,0.2351648314925343,-0.016478840795317584,0.027711678711233756,0.125,0.027711678711233756,0.125,0,33.954
decision_logits,138,0,q139_250001,0,ACBD,instruction,18,20,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.375,0.25,0.4701322734651783,0.5044790012671831,0.03434672780200487,24.375,24.5,0.125,0.22207476134904228,0.21029813535363476,-0.01177662599540752,23.0,23.0,0.0,0.05614929289792739,0.046923856620372704,-0.009225436277554684,24.5,24.625,0.125,0.2516436722878519,0.2382990067588093,-0.013344665529042593,0.03434672780200487,0.25,0.03434672780200487,0.25,0,34.528
decision_logits,138,0,q139_250001,0,ACBD,instruction,20,22,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.442238156315394,-0.027894117149784292,24.375,24.5,0.125,0.22207476134904228,0.2367130272949823,0.014638265945940032,23.0,23.0,0.0,0.05614929289792739,0.05281781568954904,-0.0033314772083783487,24.5,24.625,0.125,0.2516436722878519,0.2682310007000746,0.016587328412222713,-0.027894117149784292,0.0,-0.027894117149784292,0.0,0,35.104
decision_logits,138,0,q139_250001,0,ACBD,instruction,22,24,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.125,0.0,0.4701322734651783,0.4701322734651783,0.0,24.375,24.375,0.0,0.22207476134904228,0.22207476134904228,0.0,23.0,23.0,0.0,0.05614929289792739,0.05614929289792739,0.0,24.5,24.5,0.0,0.2516436722878519,0.2516436722878519,0.0,0.0,0.0,0.0,0.0,0,35.677
decision_logits,138,0,q139_250001,0,ACBD,instruction,24,26,A,A,A,1,1,0,0,1500,63,13,21,18,1616,25.125,25.0,-0.125,0.4701322734651783,0.517260870291277,0.04712859682609871,24.375,24.25,-0.125,0.22207476134904228,0.24433673416730767,0.02226197281826539,23.0,22.625,-0.375,0.05614929289792739,0.04811275563880639,-0.008036537259120999,24.5,24.0,-0.5,0.2516436722878519,0.19028963990260891,-0.06135403238524298,0.04712859682609871,-0.125,0.04712859682609871,-0.125,0,36.254
